['CART', 'KNN', 'SVC', 'MLP', 'EXTRA'];0.0;nan;0.4;0.02
['CART', 'SGD', 'SVC', 'MLP', 'EXTRA'];0.0;nan;0.4;0.05
['NAIVE', 'KNN', 'SGD', 'SVC', 'MLP'];0.0;nan;0.4;0.1
['NAIVE', 'KNN', 'SGD', 'SVC', 'EXTRA'];0.0;nan;0.4;0.1
['NAIVE', 'KNN', 'SGD', 'MLP', 'EXTRA'];0.0;nan;0.4;0.07
['NAIVE', 'KNN', 'SVC', 'MLP', 'EXTRA'];0.0;nan;0.4;0.07
['NAIVE', 'SGD', 'SVC', 'MLP', 'EXTRA'];0.0;nan;0.4;0.1
['KNN', 'SGD', 'SVC', 'MLP', 'EXTRA'];0.0;nan;0.4;0.05
['LR', 'CART', 'NAIVE', 'KNN', 'SGD', 'SVC'];0.03;nan;0.21;0.08
['LR', 'CART', 'NAIVE', 'KNN', 'SGD', 'MLP'];0.0;nan;0.33;0.07
['LR', 'CART', 'NAIVE', 'KNN', 'SGD', 'EXTRA'];0.0;nan;0.33;0.07
['LR', 'CART', 'NAIVE', 'KNN', 'SVC', 'MLP'];0.0;nan;0.33;0.07
['LR', 'CART', 'NAIVE', 'KNN', 'SVC', 'EXTRA'];0.0;nan;0.33;0.07
['LR', 'CART', 'NAIVE', 'KNN', 'MLP', 'EXTRA'];0.0;nan;0.33;0.05
['LR', 'CART', 'NAIVE', 'SGD', 'SVC', 'MLP'];0.0;nan;0.33;0.08
['LR', 'CART', 'NAIVE', 'SGD', 'SVC', 'EXTRA'];0.0;nan;0.33;0.08
['LR', 'CART', 'NAIVE', 'SGD', 'MLP', 'EXTRA'];0.0;nan;0.33;0.07
['LR', 'CART', 'NAIVE', 'SVC', 'MLP', 'EXTRA'];0.0;nan;0.33;0.07
['LR', 'CART', 'KNN', 'SGD', 'SVC', 'MLP'];0.0;nan;0.33;0.05
['LR', 'CART', 'KNN', 'SGD', 'SVC', 'EXTRA'];0.0;nan;0.33;0.05
['LR', 'CART', 'KNN', 'SGD', 'MLP', 'EXTRA'];0.0;nan;0.33;0.03
['LR', 'CART', 'KNN', 'SVC', 'MLP', 'EXTRA'];0.0;nan;0.33;0.03
['LR', 'CART', 'SGD', 'SVC', 'MLP', 'EXTRA'];0.0;nan;0.33;0.05
['LR', 'NAIVE', 'KNN', 'SGD', 'SVC', 'MLP'];0.0;nan;0.33;0.08
['LR', 'NAIVE', 'KNN', 'SGD', 'SVC', 'EXTRA'];0.0;nan;0.33;0.08
['LR', 'NAIVE', 'KNN', 'SGD', 'MLP', 'EXTRA'];0.0;nan;0.33;0.07
['LR', 'NAIVE', 'KNN', 'SVC', 'MLP', 'EXTRA'];0.0;nan;0.33;0.07
['LR', 'NAIVE', 'SGD', 'SVC', 'MLP', 'EXTRA'];0.0;nan;0.33;0.08
['LR', 'KNN', 'SGD', 'SVC', 'MLP', 'EXTRA'];0.0;nan;0.33;0.05
['CART', 'NAIVE', 'KNN', 'SGD', 'SVC', 'MLP'];0.0;nan;0.33;0.06
['CART', 'NAIVE', 'KNN', 'SGD', 'SVC', 'EXTRA'];0.0;nan;0.33;0.06
['CART', 'NAIVE', 'KNN', 'SGD', 'MLP', 'EXTRA'];0.0;nan;0.33;0.05
['CART', 'NAIVE', 'KNN', 'SVC', 'MLP', 'EXTRA'];0.0;nan;0.33;0.05
['CART', 'NAIVE', 'SGD', 'SVC', 'MLP', 'EXTRA'];0.0;nan;0.33;0.06
['CART', 'KNN', 'SGD', 'SVC', 'MLP', 'EXTRA'];0.0;nan;0.33;0.03
['NAIVE', 'KNN', 'SGD', 'SVC', 'MLP', 'EXTRA'];0.0;nan;0.33;0.06
['LR', 'CART', 'NAIVE', 'KNN', 'SGD', 'SVC', 'MLP'];0.0;nan;0.29;0.06
['LR', 'CART', 'NAIVE', 'KNN', 'SGD', 'SVC', 'EXTRA'];0.0;nan;0.29;0.06
['LR', 'CART', 'NAIVE', 'KNN', 'SGD', 'MLP', 'EXTRA'];0.0;nan;0.29;0.05
['LR', 'CART', 'NAIVE', 'KNN', 'SVC', 'MLP', 'EXTRA'];0.0;nan;0.29;0.05
['LR', 'CART', 'NAIVE', 'SGD', 'SVC', 'MLP', 'EXTRA'];0.0;nan;0.29;0.06
['LR', 'CART', 'KNN', 'SGD', 'SVC', 'MLP', 'EXTRA'];0.0;nan;0.29;0.04
['LR', 'NAIVE', 'KNN', 'SGD', 'SVC', 'MLP', 'EXTRA'];0.0;nan;0.29;0.06
['CART', 'NAIVE', 'KNN', 'SGD', 'SVC', 'MLP', 'EXTRA'];0.0;nan;0.29;0.05
['LR', 'CART', 'NAIVE', 'KNN', 'SGD', 'SVC', 'MLP', 'EXTRA'];0.0;nan;0.25;0.04
